Player ID,Full Name
8476479,Phillip Danault
8477942,Kevin Fiala
8477998,Warren Foegele
8479661,Tanner Jeannot
8481560,Arthur Kaliyev
8477960,Adrian Kempe
8471685,Anze Kopitar
8482155,Alex Laferriere
8473453,Trevor Lewis
8479675,Trevor Moore
8480851,Akil Thomas
8481532,Alex Turcotte
8479998,Mikey Anderson
8477335,Kyle Burroughs
8482730,Brandt Clarke
8474563,Drew Doughty
8476441,Joel Edmundson
8477971,Andreas Englund
8478882,Vladislav Gavrikov
8478452,Caleb Jones
8479421,Jacob Moverare
8481606,Jordan Spence
8475311,Darcy Kuemper
8479496,David Rittich
8481557,Matt Boldy
8478493,Joel Eriksson Ek
8475220,Marcus Foligno
8477919,Frederick Gaudreau
8477451,Ryan Hartman
8475149,Marcus Johansson
8478864,Kirill Kaprizov
8482177,Marat Khusnutdinov
8480880,Jakub Lauko
8483499,Liam Ohgren
8482079,Marco Rossi
8478508,Yakov Trenin
8475692,Mats Zuccarello
8474567,Zach Bogosian
8476463,Jonas Brodin
8480990,Declan Chisholm
8482122,Brock Faber
8475750,Jon Merrill
8478136,Jake Middleton
8474716,Jared Spurgeon
8470594,Marc-Andre Fleury
8479406,Filip Gustavsson
8482661,Jesper Wallstedt
8476981,Josh Anderson
8476469,Joel Armia
8479718,Alex Barr�-Boulet
8481540,Cole Caufield
8481523,Kirby Dach
8477989,Christian Dvorak
8478133,Jake Evans
8475848,Brendan Gallagher
8482476,Emil Heineman
8482775,Oliver Kapanen
8481618,Alex Newhook
8479543,Michael Pezzetta
8483515,Juraj Slafkovsky
8480018,Nick Suzuki
8482111,Justin Barron
8482087,Kaiden Guhle
8483457,Lane Hutson
8476875,Mike Matheson
8475233,David Savard
8481593,Jayden Struble
8482964,Arber Xhekaj
8478470,Sam Montembeault
8480051,Cayden Primeau
8482146,Luke Evangelista
8476887,Filip Forsberg
8476873,Mark Jankowski
8476539,Jonathan Marchessault
8477446,Michael McCarron
8478438,Tommy Novak
8474679,Gustav Nyquist
8475158,Ryan O'Reilly
8481704,Juuso Parssinen
8476925,Colton Sissons
8482062,Cole Smith
8474564,Steven Stamkos
8481577,Philip Tomasino
8478851,Alexandre Carrier
8479371,Dante Fabbro
8474600,Roman Josi
8478468,Jeremy Lauzon
8474568,Luke Schenn
8476869,Brady Skjei
8483575,Matt Murray
8477424,Juuse Saros
8475809,Scott Wedgewood
8479414,Nathan Bastian
8479407,Jesper Bratt
8481032,Paul Cotter
8475287,Erik Haula
8480002,Nico Hischier
8481559,Jack Hughes
8477508,Curtis Lazar
8477073,Kurtis MacDermid
8478414,Timo Meier
8482110,Dawson Mercer
8476474,Stefan Noesen
8476292,Ondrej Palat
8475193,Tomas Tatar
8483429,Seamus Casey
8475455,Brenden Dillon
8476462,Dougie Hamilton
8481701,Santeri Hatakka
8480192,Johnathan Kovacevic
8483495,Simon Nemec
8478399,Jonas Siegenthaler
8474596,Jake Allen
8474593,Jacob Markstrom
8478445,Mathew Barzal
8475231,Casey Cizikas
8477407,Anthony Duclair
8479328,Julien Gauthier
8481601,Simon Holmstrom
8477500,Bo Horvat
8475314,Anders Lee
8481237,Kyle MacLean
8475754,Brock Nelson
8476419,Jean-Gabriel Pageau
8475151,Kyle Palmieri
8484958,Maxim Tsyplakov
8480789,Oliver Wahlstrom
8479395,Dennis Cholowski
8480865,Noah Dobson
8476429,Scott Mayfield
8476917,Adam Pelech
8477506,Ryan Pulock
8476422,Mike Reilly
8481014,Alexander Romanov
8478009,Ilya Sorokin
8473575,Semyon Varlamov
8477380,Jonny Brodzinski
8475842,Sam Carrick
8480078,Filip Chytil
8482157,Will Cuylle
8481726,Adam Edstrom
8481554,Kaapo Kakko
8475184,Chris Kreider
8482109,Alexis Lafreni�re
8478550,Artemi Panarin
8482460,Matt Rempe
8475191,Reilly Smith
8476389,Vincent Trocheck
8476918,Jimmy Vesey
8476459,Mika Zibanejad
8479323,Adam Fox
8481708,Zac Jones
8479324,Ryan Lindgren
8483768,Victor Mancini
8480817,K'Andre Miller
8477244,Chad Ruhwedel
8482073,Braden Schneider
8476885,Jacob Trouba
8471734,Jonathan Quick
8478048,Igor Shesterkin
8478020,Michael Amadio
8480208,Drake Batherson
8476393,Nick Cousins
8478874,Adam Gaudette
8473512,Claude Giroux
8479393,Noah Gregor
8482092,Ridly Greig
8478146,Matthew Highmore
8479772,Zack MacEwen
8480064,Josh Norris
8474102,David Perron
8481596,Shane Pinto
8482116,Tim St�tzle
8480801,Brady Tkachuk
8480879,Jacob Bernard-Docker
8478469,Thomas Chabot
8474612,Travis Hamonic
8475324,Nick Jensen
8482095,Tyler Kleven
8482105,Jake Sanderson
8482245,Artem Zub
8476341,Anton Forsberg
8476999,Linus Ullmark
8481553,Bobby Brink
8480220,Noah Cates
8476461,Sean Couturier
8475235,Nicolas Deslauriers
8480797,Joel Farabee
8482159,Tyson Foerster
8480028,Morgan Frost
8477903,Garnet Hathaway
8478439,Travis Konecny
8476872,Scott Laughton
8484779,Jett Luchanko
8484387,Matvei Michkov
8480068,Ryan Poehling
8480015,Owen Tippett
8482142,Jamie Drysdale
8475176,Ryan Ellis
8473446,Erik Johnson
8477499,Rasmus Ristolainen
8477948,Travis Sanheim
8476372,Nick Seeler
8481546,Cam York
8481178,Egor Zamula
8481035,Samuel Ersson
8478905,Ivan Fedotov
8478569,Noel Acciari
8478463,Anthony Beauvillier
8478047,Michael Bunting
8471675,Sidney Crosby
8474189,Lars Eller
8479996,Cody Glass
8475763,Kevin Hayes
8481481,Blake Lizotte
8471215,Evgeni Malkin
8483487,Rutger McGroarty
8476442,Matt Nieto
8482055,Drew O'Connor
8479344,Jesse Puljujarvi
8481703,Valtteri Puustinen
8476483,Rickard Rakell
8475810,Bryan Rust
8477435,Ryan Graves
8476891,Matt Grzelcyk
8474578,Erik Karlsson
8471724,Kris Letang
8477969,Marcus Pettersson
8478854,Ryan Shea
8481030,Jack St. Ivany
8482446,Joel Blomqvist
8477465,Tristan Jarry
8477968,Alex Nedeljkovic
8482133,Thomas Bordeleau
8484801,Macklin Celebrini
8474053,Logan Couture
8480848,Ty Dellandrea
8482667,William Eklund
8476624,Barclay Goodrow
8475798,Mikael Granlund
8479336,Carl Grundstrom
8482101,Danil Gushchin
8480011,Klim Kostin
8479316,Luke Kunin
8479379,Givani Smith
8484227,Will Smith
8481477,Nico Sturm
8475726,Tyler Toffoli
8477505,Alexander Wennberg
8480188,Fabian Zetterlund
8476988,Matt Benning
8476879,Cody Ceci
8479983,Mario Ferraro
8480172,Jan Rutta
8481567,Henry Thrun
8478013,Jake Walman
8478406,Mackenzie Blackwood
8477970,Vitek Vanecek
8482665,Matty Beniers
8477416,Oliver Bjorkstrand
8477444,Andre Burakovsky
8474586,Jordan Eberle
8476826,Yanni Gourde
8481789,Tye Kartye
8477955,Jared McCann
8475768,Jaden Schwartz
8476905,Chandler Stephenson
8479293,Brandon Tanev
8480009,Eeli Tolvanen
8483524,Shane Wright
8478840,Will Borgen
8478407,Vince Dunn
8482858,Ryker Evans
8476457,Adam Larsson
8479372,Joshua Mahura
8477986,Brandon Montour
8476467,Jamie Oleksiak
8478916,Joey Daccord
8475831,Philipp Grubauer
8482737,Zack Bolduc
8477402,Pavel Buchnevich
8476889,Radek Faksa
8482077,Dylan Holloway
8478472,Mathieu Joseph
8477953,Kasperi Kapanen
8479385,Jordan Kyrou
8482089,Jake Neighbours
8476438,Brandon Saad
8475170,Brayden Schenn
8480074,Alexandre Texier
8480023,Robert Thomas
8480281,Alexey Toropchenko
8477573,Nathan Walker
8481598,Philip Broberg
8475753,Justin Faulk
8480058,Pierre-Olivier Joseph
8482516,Matthew Kessel
8475181,Nick Leddy
8476892,Colton Parayko
8481059,Scott Perunovich
8470600,Ryan Suter
8476412,Jordan Binnington
8480981,Joel Hofer
8474715,Cameron Atkinson
8482070,Mitchell Chaffee
8478519,Anthony Cirelli
8483447,Conor Geekie
8476878,Zemgus Girgensons
8476822,Luke Glendening
8477404,Jake Guentzel
8479542,Brandon Hagel
8476453,Nikita Kucherov
8477426,Nicholas Paul
8478010,Brayden Point
8477839,Conor Sheary
8478416,Erik Cernak
8475167,Victor Hedman
8482929,Emil Lilleberg
8474151,Ryan McDonagh
8482655,Janis Moser
8480246,Nick Perbix
8478178,Darren Raddysh
8477992,Jonas Johansson
8476883,Andrei Vasilevskiy
8477503,Max Domi
8480995,Pontus Holmberg
8475714,Calle Jarnkrok
8480144,David Kampf
8482720,Matthew Knies
8478904,Steven Lorentz
8478483,Mitch Marner
8479318,Auston Matthews
8482259,Bobby McMann
8477939,William Nylander
8474157,Max Pacioretty
8471817,Ryan Reaves
8481582,Nicholas Robertson
8475166,John Tavares
8481122,Simon Benoit
8475171,Oliver Ekman-Larsson
8480043,Timothy Liljegren
8476931,Jake McCabe
8477541,Dakota Mermis
8479026,Philippe Myers
8476853,Morgan Rielly
8475690,Chris Tanev
8479982,Conor Timmins
8483710,Dennis Hildeby
8476932,Anthony Stolarz
8479361,Joseph Woll
8482496,Nils Aman
8476927,Teddy Blueger
8478444,Brock Boeser
8478498,Jake DeBrusk
8478856,Conor Garland
8478046,Danton Heinen
8481535,Nils Hoglander
8476468,J.T. Miller
8480012,Elias Pettersson
8482691,Aatu Raty
8480748,Kiefer Sherwood
8478466,Daniel Sprong
8480459,Pius Suter
8479576,Vincent Desharnais
8475762,Derek Forbort
8479425,Filip Hronek
8480800,Quinn Hughes
8478454,Noah Juulsen
8474574,Tyler Myers
8477369,Carson Soucy
8480947,Kevin Lankinen
8481668,Arturs Silovs
8477964,Ivan Barbashev
8482153,Brendan Brisson
8481604,Pavel Dorofeyev
8478403,Jack Eichel
8476881,Tomas Hertl
8482125,Alexander Holtz
8479353,Brett Howden
8478434,Keegan Kolesar
8478109,Victor Olofsson
8476871,Tanner Pearson
8478462,Nicolas Roy
8481655,Cole Schwindt
8475913,Mark Stone
8479980,Nicolas Hague
8478396,Noah Hanifin
8477018,Ben Hutton
8481527,Kaedan Korczak
8475188,Brayden McNabb
8474565,Alex Pietrangelo
8477447,Shea Theodore
8480727,Zach Whitecloud
8478499,Adin Hill
8478492,Ilya Samsonov
8473563,Nicklas Backstrom
8475343,Nic Dowd
8479400,Pierre-Luc Dubois
8479520,Brandon Duhaime
8482148,Hendrix Lapierre
8478233,Andrew Mangiapane
8481580,Connor McMichael
8477947,Sonny Milano
8483491,Ivan Miroshnichenko
8471214,Alex Ovechkin
8481656,Aliaksei Protas
8479390,Taylor Raddysh
8478440,Dylan Strome
8477944,Jakub Vrana
8476880,Tom Wilson
8480823,Alexander Alexeyev
8478451,Ethan Bear
8474590,John Carlson
8479345,Jakob Chychrun
8480796,Martin Fehervary
8478911,Matt Roy
8480873,Rasmus Sandin
8477845,Trevor van Riemsdyk
8479292,Charlie Lindgren
8480313,Logan Thompson
8479994,Jaret Anderson-Dolan
8478891,Mason Appleton
8480289,Morgan Barron
8478398,Kyle Connor
8477940,Nikolaj Ehlers
8481019,David Gustafsson
8480113,Alex Iafallo
8480845,Rasmus Kupari
8476392,Adam Lowry
8476480,Vladislav Namestnikov
8475799,Nino Niederreiter
8482149,Cole Perfetti
8476460,Mark Scheifele
8480014,Gabriel Vilardi
8479639,Dylan Coghlan
8476331,Dylan DeMelo
8477938,Haydn Fleury
8476525,Colin Miller
8477504,Josh Morrissey
8480145,Neal Pionk
8480049,Dylan Samberg
8479378,Logan Stanley
8477480,Eric Comrie
8476945,Connor Hellebuyck
8478039,Kaapo Kahkonen
